BindingDB_id,Smiles,bioactivity_class,IC50_nM,Data Set
1361207,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(COC(F)(F)F)cc2)c2ncc1)=O)=O,Active,0.38,Bsite
1361208,CCc1ccc2nc(C)cc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,80,Bsite
1361209,CCc1ccc2nc(C)cc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,25,Bsite
1361210,Cc1ccc2nc(C)cc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,80,Bsite
1361211,Cc1ccc2nc(C)cc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,33,Bsite
1361212,Cc1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,Active,1.59,Bsite
1361213,Cc1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,Active,0.48,Bsite
1361214,CC(C)(c1cc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2cc1)F,Active,2.8,Bsite
1361215,CC(C)(c1cc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2cc1)F,Active,0.97,Bsite
1361216,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C(F)F)c2)c2ncc1)=O)=O,Active,1.5,Bsite
1361217,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C(F)F)c2)c2ncc1)=O)=O,Active,0.51,Bsite
1361218,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C(F)(F)F)c2)c2ncc1)=O)=O,Active,0.81,Bsite
1361219,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C(F)(F)F)c2)c2ncc1)=O)=O,Active,0.33,Bsite
1361220,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(CF)c2)c2ncc1)=O)=O,Active,1.2,Bsite
1361221,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(CF)c2)c2ncc1)=O)=O,Active,0.3,Bsite
1361222,CC(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)O,Active,1.79,Bsite
1361223,CC(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)O,Active,0.37,Bsite
1361224,CC(C)(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)O,Active,2.1,Bsite
1361225,CC(C)(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)O,Active,0.7,Bsite
1361226,CC(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)OC,Active,6,Bsite
1361227,CC(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)OC,Active,2,Bsite
1361228,CC(C)(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)OC,Active,4.6,Bsite
1361229,CC(C)(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)OC,Active,1.3,Bsite
1361230,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(COC(F)(F)F)c2)c2ncc1)=O)=O,Active,1.3,Bsite
1361231,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(COC(F)(F)F)c2)c2ncc1)=O)=O,Active,0.3,Bsite
1361232,CC(c1cc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2cc1)OC(F)(F)F,Active,3.1,Bsite
1361233,CC(c1cc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2cc1)OC(F)(F)F,Active,0.41,Bsite
1361234,Cc1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)cc(C)n2)c2c1,Active,31,Bsite
1361235,Cc1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)cc(C)n2)c2c1,Active,11,Bsite
1361236,CC1(CC1)c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,Active,2,Bsite
1361237,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)OCC(F)(F)F)c2ncc1)=O)=O,Active,1.4,Bsite
1361238,CC(C)Oc1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,4.1,Bsite
1361239,CC(C)Oc1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,1.2,Bsite
1361240,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c(c1c2)ccnc1ccc2OCC1CC1)=O)=O,Active,0.64,Bsite
1361241,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c(c1c2)ccnc1ccc2OCC1CC1)=O)=O,Active,0.097,Bsite
1361242,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C2(CC2)C(F)(F)F)c2)c2ncc1)=O)=O,Active,3.4,Bsite
1361243,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C2(CC2)C(F)(F)F)c2)c2ncc1)=O)=O,Active,0.58,Bsite
1361244,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2cc(C3CC3)ccc12)=O)=O,Active,1.69,Bsite
1361245,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2cc(C3CC3)ccc12)=O)=O,Active,0.3,Bsite
1361246,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)OC(CC3)CCC3(F)F)c2ncc1)=O)=O,Active,1.3,Bsite
1361247,CCOC1(CC1)c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,Active,1.5,Bsite
1361248,CCOC1(CC1)c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,Active,0.41,Bsite
1361249,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2cc(C3(CC3)C#N)ccc12)=O)=O,Active,0.49,Bsite
1361250,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2cc(C3(CC3)C#N)ccc12)=O)=O,Active,0.15,Bsite
1361251,Cc1nc2cc(OC)ccc2c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c1,Active,38,Bsite
1361252,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2ccc(C3CC3)cc12)=O)=O,Active,5.6,Bsite
1361253,CC1(CC1)c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,2.9,Bsite
1361254,CC1(CC1)c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,0.56,Bsite
1361255,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(C2(CC2)C(F)(F)F)cc2)c2ncc1)=O)=O,Active,4.6,Bsite
1361256,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(C2(CC2)C(F)(F)F)cc2)c2ncc1)=O)=O,Active,1.1,Bsite
1361257,CCOC1(CC1)c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,0.76,Bsite
1361258,CCOC1(CC1)c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,0.25,Bsite
1361259,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2ccc(C3(CC3)C#N)cc12)=O)=O,Active,1.7,Bsite
1361260,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2ccc(C3(CC3)C#N)cc12)=O)=O,Active,0.18,Bsite
1417345,O=C(O)C(CCC(=O)NCCNC(=O)CCC(=O)Nc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.141,Bsite
1417346,O=C(O)C(CCC(=O)N1CCN(CC1)C(=O)CCC(=O)Nc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.04,Bsite
1417347,O=C(O)C(CCC(=O)NCCNC(=O)CCC(=O)N(C)c1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)CC3C#N)c2c1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.12,Bsite
1417348,O=C(O)C(CCC(=O)N1CCN(CC1)C(=O)CCC(=O)N(C)c1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.105,Bsite
1424932,CC(C)[C@H](C(C1[C@@H](B(O)O)CCC1)=O)N,Active,5.8,Bsite
1424933,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,2.7,Bsite
1424934,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,10.3,Bsite
1424935,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,2.1,Bsite
1424936,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,8.8,Bsite
1424937,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,8.8,Bsite
1424938,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,34.3,Bsite
1424939,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,0.8,Bsite
1424940,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,2.6,Bsite
1424941,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,1.7,Bsite
1424942,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)cc1,Active,2.8,Bsite
1424943,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,1.6,Bsite
1424944,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,12.6,Bsite
1424945,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC([C@@H](CO)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,186,Bsite
1424946,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](CO)CC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,128,Bsite
1424947,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,62,Bsite
1424948,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,26.2,Bsite
1424949,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,6.9,Bsite
1424950,N[C@H](CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)C(N1[C@@H](B(O)O)CCC1)=O,Active,3.2,Bsite
1424951,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,3.5,Bsite
1424952,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,8.7,Bsite
1424953,N[C@H](CCCCNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)C(N1[C@@H](B(O)O)CCC1)=O,Active,2.6,Bsite
1424954,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1ccc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,0.7,Bsite
1424955,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1cnc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,2.4,Bsite
1424956,C[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,71.7,Bsite
1424957,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,73.1,Bsite
1424958,OB(O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCNC(=O)CN2CCN(CC(=O)O)CCCN(CC(=O)O)CCN(CC(=O)O)CCC2)cc1,Active,1.1,Bsite
1424959,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,Active,428,Bsite
1424960,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)c1ccc(NNC(=O)CN2CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC2)nc1,Active,450,Bsite
1424961,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCCN(CC(=O)O)CCN(CC(=O)O)CCC1,Active,68,Bsite
1424962,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,290,Bsite
1424964,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)CN1CCCN(CC(=O)O)CCN(CCCN(CC(=O)O)CC1)CC(=O)O,Active,760,Bsite
1424966,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,62,Bsite
1424967,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,26.2,Bsite
1424968,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC([C@@H](CO)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,186,Bsite
1424969,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](CO)CC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,128,Bsite
1424970,C[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,71.7,Bsite
1424971,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,Active,428,Bsite
1424972,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,73.1,Bsite
1424973,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,6.9,Bsite
1424974,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,277,Bsite
1424975,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,12,Bsite
1424978,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,3.5,Bsite
1424979,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1)C(C)C,Active,575,Bsite
1424982,CC(C)[C@H](C(N[C@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCCN(CC(O)=O)CCN(CC(O)=O)CCC1)=O)=O)=O,Active,100001,Bsite
1424985,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1)C(C)C,Active,26,Bsite
1424988,CC(C)[C@@H](C(N[C@H](C)C(N(CCC1)[C@@H]1C(OC1(CN(C)C2)C2=O)OC1=O)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,280,Bsite
1424989,CC(C)[C@@H](C(N[C@H](C)C(N(CC(C1)(F)F)[C@@H]1C#N)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,107,Bsite
1424991,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,33,Bsite
1424993,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,8.9,Bsite
1424995,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CC[C@@H](C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,17,Bsite
1424998,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,310,Bsite
1425001,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,60,Bsite
1425004,OB(O)[C@@H]1CCCN1C(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,20.1,Bsite
1425006,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,11.5,Bsite
1425007,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CC[C@@H](C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,11.5,Bsite
1425009,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,89,Bsite
1425010,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,26.8,Bsite
1425011,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,439,Bsite
1425012,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC([C@H](C)NC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O,Active,21,Bsite
1425013,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,258,Bsite
1425014,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O,Active,14.8,Bsite
1425015,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,180,Bsite
1425016,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O)=O,Active,21,Bsite
1425017,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O,Active,21,Bsite
1425018,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O,Active,1.1,Bsite
1425019,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O)=O,Active,9.2,Bsite
1425020,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,218,Bsite
1425021,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,121,Bsite
1425022,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,5.2,Bsite
1425023,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,110,Bsite
1425024,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,23.6,Bsite
1425025,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,219,Bsite
1425026,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,144,Bsite
