ID,SMILES,DATASET,MOL,SCAFFOLD,SCA_MOL
50171669,Cc([o]nc1)c1S(N(C)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7370>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1cnoc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e42e0>
50171670,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c1c[n](C)cn1)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a73e0>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1c[nH]cn1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4350>
50171671,CN(Cc1cc(C#N)ccc1)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7450>,c1ccc(CC[C@H]2CC[C@H](NCc3ccccc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e43c0>
50171672,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c1cc(C#N)ccc1)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a74c0>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4430>
50171673,Cc1n[o]c(C)c1S(N(CCCC(F)(F)F)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7530>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1cnoc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e44a0>
50171674,CN(Cc(cc1)ccc1C#N)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a75a0>,c1ccc(CC[C@H]2CC[C@H](NCc3ccccc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4510>
50171675,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c1c(C(F)(F)F)cccc1)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7610>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4580>
50171676,Cc1n[o]c(C)c1S(N(Cc1ccccc1)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7680>,O=S(=O)(c1cnoc1)N(Cc1ccccc1)[C@H]1CC[C@H](CCc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e45f0>
50171677,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c1ccccc1)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a76f0>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4660>
50171678,CCN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c1c(C)[o]nc1C)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7760>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1cnoc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e46d0>
50171680,NC([C@H](CC1)CC[C@@H]1NC(c(cc1)ccc1OC(F)(F)F)=O)C(N1CSCC1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a77d0>,O=C(N[C@H]1CC[C@H](CC(=O)N2CCSC2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4740>
50171681,Cc1n[o]c(C)c1S(N(C)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7840>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1cnoc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e47b0>
50171682,CS(N(CC1)CCC1C(Cc(cc(cc1)F)c1F)N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a78b0>,c1ccc(CCC2CCNCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4820>
50171683,CC(N(CC1)CCC1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7920>,c1ccc(CCC2CCNCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4890>
50171684,NC(Cc(cc(cc1)F)c1F)[C@H](CC1)CC[C@@H]1N(CCCC(F)(F)F)Cc1ccccc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7990>,c1ccc(CC[C@H]2CC[C@H](NCc3ccccc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4900>
50171685,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c(cc1)ccc1N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7a00>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4970>
50171686,CCN(Cc1ccccc1)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7a70>,c1ccc(CC[C@H]2CC[C@H](NCc3ccccc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e49e0>
50171687,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c(cc1)ccc1C#N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7ae0>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4a50>
50171688,CCN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(C)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7b50>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4ac0>
50171689,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1c1cncc(C#N)c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7bc0>,c1ccc(CCC2CCN(c3cccnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4b30>
50171690,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1c1ccncc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7c30>,c1ccc(CCC2CCN(c3ccncc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4ba0>
50171691,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1c1cnccc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7ca0>,c1ccc(CCC2CCN(c3cccnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4c10>
50171692,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1c1ncccc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7d10>,c1ccc(CCC2CCN(c3ccccn3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4c80>
50171693,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c(cc1)ccc1OC(F)(F)F)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7d80>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4cf0>
50171694,CS(N(CCCC(F)(F)F)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7df0>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4d60>
50171695,CS(N(Cc1ccccc1)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7e60>,c1ccc(CC[C@H]2CC[C@H](NCc3ccccc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4dd0>
50171696,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c(cc1)ccc1-c1cnc[o]1)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7ed0>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccc(-c2cnco2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4e40>
50171697,CC(C)(C)C(N(C)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a7f40>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4eb0>
50171698,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c(ccc(F)c1)c1F)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8040>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4f20>
50171699,CC(C)C(N(C)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a80b0>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e4f90>
50171700,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c(cc1)ccc1C(N)=O)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8120>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5000>
50171701,CC(N(C)[C@H](CC1)CC[C@H]1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8190>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5070>
50171702,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c1cc(C(N)=O)ccc1)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8200>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e50e0>
50171703,CC(N(C)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8270>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5150>
50171704,CCOC(c1cc(N(CC2)CCC2C(Cc(cc(cc2)F)c2F)N)cnc1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a82e0>,c1ccc(CCC2CCN(c3cccnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e51c0>
50171705,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)C(c1c[s]nn1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8350>,O=C(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1csnn1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5230>
50171706,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1c(cc1)cnc1F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a83c0>,c1ccc(CCC2CCN(c3cccnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e52a0>
50171707,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)C(c1cnccc1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8430>,O=C(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5310>
50171708,Cc(cc1)nc(C)c1N(CC1)CCC1C(Cc(cc(cc1)F)c1F)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a84a0>,c1ccc(CCC2CCN(c3cccnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5380>
50171709,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)C(CCC(O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8510>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e53f0>
50171710,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)S(c(cc1)ccc1-c1c[s]nn1)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8580>,O=S(=O)(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccc(-c2csnn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5460>
50171711,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)C(CCN)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a85f0>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e54d0>
50171712,COc(nc1)ncc1N(CC1)CCC1C(Cc(cc(cc1)F)c1F)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8660>,c1ccc(CCC2CCN(c3cncnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5540>
50171713,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1c1cncnc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a86d0>,c1ccc(CCC2CCN(c3cncnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e55b0>
50171714,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1c1ncccn1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8740>,c1ccc(CCC2CCN(c3ncccn3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5620>
50171715,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1c1cncc(C(ON)=O)c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a87b0>,c1ccc(CCC2CCN(c3cccnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5690>
50171716,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1C(CCC1)CC1C(O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8820>,c1ccc(CCC2CCN(C3CCCCC3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5700>
50171717,COC(C(CCC1)CC1N(CC1)CCC1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8890>,c1ccc(CCC2CCN(C3CCCCC3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5770>
50171718,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1C(C=N1)=CNC1=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8900>,O=c1ncc(N2CCC(CCc3ccccc3)CC2)c[nH]1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e57e0>
50171719,Cc1n[o]c(C)c1C(N(C)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8970>,O=C(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1cnoc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5850>
50171720,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)C(c1c[nH]c2c1cccc2)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a89e0>,O=C(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6e58c0>
50171721,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)C(c1ccn[o]1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8a50>,O=C(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1ccno1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5930>
50171722,CC(N(CCCC(F)(F)F)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8ac0>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e59a0>
50171723,CC(N(Cc1ccccc1)[C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8b30>,c1ccc(CC[C@H]2CC[C@H](NCc3ccccc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5a10>
50171724,CCN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)C(C)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8ba0>,c1ccc(CCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5a80>
50171725,CN([C@H](CC1)CC[C@@H]1C(Cc(cc(cc1)F)c1F)N)C(c1n[n](C)cc1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8c10>,O=C(N[C@H]1CC[C@H](CCc2ccccc2)CC1)c1cc[nH]n1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5af0>
50171726,NC(Cc(cc(cc1)F)c1F)[C@H](CC1)CC[C@H]1N1Cc2nnc(C(F)(F)F)[n]2CC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8c80>,c1ccc(CC[C@H]2CC[C@@H](N3CCn4cnnc4C3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5b60>
50171727,NC(Cc(cc(cc1)F)c1F)[C@H](CC1)CC[C@@H]1N(CC1)CC1(F)F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8cf0>,c1ccc(CC[C@H]2CC[C@H](N3CCCC3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5bd0>
50171728,NC(Cc(cc(cc1)F)c1F)C(CC1)CCN1C(CCC1)CC1C(N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8d60>,c1ccc(CCC2CCN(C3CCCCC3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5c40>
50171729,NC(Cc(cc(cc1)F)c1F)[C@H](CC1)CC[C@H]1N(CC1)CC1(F)F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8dd0>,c1ccc(CC[C@H]2CC[C@@H](N3CCCC3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5cb0>
50175832,CC(CCC1)(CN1c1cc(N(C)C(N(C)C2=O)=O)c2[n]1Cc(cc(cc1)F)c1C#N)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8e40>,O=c1[nH]c(=O)c2c(cc(N3CCCCC3)n2Cc2ccccc2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5d20>
50198827,CC(C)(CNC(c1c[n]2nc(C)cc2nc1)=O)NCC(N(CCC1)C1C#N)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8eb0>,O=C(NCCNCC(=O)N1CCCC1)c1cnc2ccnn2c1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5d90>
50256538,CC(NC[C@H](C[C@H]1[C@@H]2CCCC1)N2C(C[C@@H](Cc(c(F)c1)cc(F)c1F)N)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8f20>,O=C(CCCc1ccccc1)N1CC[C@@H]2CCCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5e00>
50256541,N[C@@H](CC(N([C@H](CNS(C(F)(F)F)(=O)=O)C1)[C@@H]2[C@H]1CCCC2)=O)Cc(cc(c(F)c1)F)c1F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a8f90>,O=C(CCCc1ccccc1)N1CC[C@@H]2CCCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5e70>
50256544,Cc(cc1)ccc1S(NC[C@H](C[C@H]1[C@@H]2CCCC1)N2C(C[C@@H](Cc(cc(c(F)c1)F)c1F)N)=O)(=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9000>,O=C(CCCc1ccccc1)N1[C@H](CNS(=O)(=O)c2ccccc2)C[C@@H]2CCCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5ee0>
50256549,CCOC([C@H](C[C@H]1[C@@H]2CCCC1)N2C(C[C@@H](Cc(c(F)c1)cc(F)c1F)N)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9070>,O=C(CCCc1ccccc1)N1CC[C@@H]2CCCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5f50>
50256551,N[C@@H](CC(N([C@H](COC(C1CCCC1)=O)C1)[C@@H]2[C@H]1CCCC2)=O)Cc(c(F)c1)cc(F)c1F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a90e0>,O=C(OC[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)CCCc1ccccc1)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e5fc0>
50256552,N[C@@H](CC(N([C@H](COC(C1CCC1)=O)C1)[C@@H]2[C@H]1CCCC2)=O)Cc(c(F)c1)cc(F)c1F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9150>,O=C(OC[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)CCCc1ccccc1)C1CCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6030>
50256553,N[C@@H](CC(N([C@H](COC(C1CC1)=O)C1)[C@@H]2[C@H]1CCCC2)=O)Cc(c(F)c1)cc(F)c1F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a91c0>,O=C(OC[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)CCCc1ccccc1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e60a0>
50256554,CC(OC[C@H](C[C@H]1[C@@H]2CCCC1)N2C(C[C@@H](Cc(c(F)c1)cc(F)c1F)N)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9230>,O=C(CCCc1ccccc1)N1CC[C@@H]2CCCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6110>
50367031,N[C@@H](CC(N(C[C@H](C1)F)[C@@H]1C#N)=O)Cc1ccccc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a92a0>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6180>
50367032,N[C@@H](CC(N(C[C@H](C1)F)[C@@H]1C#N)=O)Cc(cccc1)c1Cl,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9310>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e61f0>
50367033,Cc1c(C[C@H](CC(N(C[C@H](C2)F)[C@@H]2C#N)=O)N)cccc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9380>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6260>
50367034,N[C@@H](CC(N(C[C@H](C1)F)[C@@H]1C#N)=O)Cc1cccc(F)c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a93f0>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e62d0>
50367035,N[C@@H](CC(N(C[C@H](C1)F)[C@@H]1C#N)=O)Cc(cc1)ccc1F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9460>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6340>
50367036,N[C@@H](CC(N(C[C@H](C1)F)[C@@H]1C#N)=O)Cc(cc1)ccc1I,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a94d0>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e63b0>
50367037,N[C@@H](CC(N(C[C@H](C1)F)[C@@H]1C#N)=O)Cc(ccc(Cl)c1)c1Cl,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9540>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6420>
50367038,N[C@@H](CC(N(C[C@H](C1)F)[C@@H]1C#N)=O)Cc(cc1)cc(Cl)c1Cl,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a95b0>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6490>
50367039,N[C@@H](CC(N(C[C@H](C1)F)[C@@H]1C#N)=O)Cc(c(F)c1)cc(F)c1F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9620>,O=C(CCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6500>
50367042,N[C@@H](CC(N([C@@H](CCC1)[C@@H]1C1)[C@@H]1C#N)=O)Cc(cccc1)c1Cl,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9690>,O=C(CCCc1ccccc1)N1CC[C@@H]2CCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6570>
50367043,Cc1c(C[C@H](CC(N([C@@H](CCC2)[C@@H]2C2)[C@@H]2C#N)=O)N)cccc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9700>,O=C(CCCc1ccccc1)N1CC[C@@H]2CCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e65e0>
50367071,N[C@@H](CC(N([C@@H](CCC1)[C@@H]1C1)[C@@H]1C#N)=O)Cc(cc1)ccc1F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a9770>,O=C(CCCc1ccccc1)N1CC[C@@H]2CCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e6650>
50367072,N[C@@H](CC(N([C@@H](CCC1)[C@@H]1C1)[C@@H]1C#N)=O)Cc(ccc(Cl)c1)c1Cl,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a97e0>,O=C(CCCc1ccccc1)N1CC[C@@H]2CCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x78135c6e66c0>
